order_id,customer_id,order_date,category,quantity,unit_price,revenue
ORD06571,CUST0360,2025-11-03,Electronics,2,23345.57,46691.14
ORD00940,CUST0229,2025-11-03,Beauty & Personal Care,1,1027.94,1027.94
ORD05134,CUST0249,2025-11-03,Fashion,1,685.9,685.9
ORD05835,CUST0104,2025-11-03,Sports & Fitness,2,4846.24,9692.48
ORD02160,CUST0016,2025-11-03,Fashion,1,3239.54,3239.54
ORD06621,CUST0160,2025-11-03,Beauty & Personal Care,1,2432.69,2432.69
ORD06168,CUST0249,2025-11-03,Beauty & Personal Care,1,525.63,525.63
ORD06027,CUST0052,2025-11-03,Beauty & Personal Care,1,621.55,621.55
ORD05890,CUST0333,2025-11-03,Books,2,691.29,1382.58
ORD05761,CUST0339,2025-11-03,Books,2,738.57,1477.14
ORD05842,CUST0090,2025-11-03,Electronics,1,16129.13,16129.13
ORD04059,CUST0279,2025-11-03,Beauty & Personal Care,1,2956.24,2956.24
ORD06225,CUST0376,2025-11-03,Home & Kitchen,2,4621.47,9242.94
ORD06563,CUST0105,2025-11-03,Electronics,2,6186.79,12373.58
ORD03137,CUST0035,2025-11-03,Electronics,1,44713.77,44713.77
ORD01097,CUST0069,2025-11-03,Sports & Fitness,1,3302.64,3302.64
ORD00105,CUST0366,2025-11-03,Electronics,1,4651.44,4651.44
ORD03062,CUST0399,2025-11-03,Home & Kitchen,1,1828.85,1828.85
ORD05657,CUST0072,2025-11-03,Fashion,3,4732.97,14198.91
ORD06504,CUST0373,2025-11-03,Sports & Fitness,1,2511.74,2511.74
ORD05662,CUST0020,2025-11-03,Fashion,2,1177.37,2354.74
ORD05805,CUST0247,2025-11-04,Sports & Fitness,2,1904.72,3809.44
ORD06064,CUST0298,2025-11-04,Books,1,525.85,525.85
ORD06324,CUST0264,2025-11-04,Electronics,1,19964.69,19964.69
ORD05878,CUST0279,2025-11-04,Fashion,1,3577.07,3577.07
ORD06004,CUST0068,2025-11-04,Sports & Fitness,2,1774.33,3548.66
ORD06470,CUST0298,2025-11-04,Beauty & Personal Care,2,2840.13,5680.26
ORD01662,CUST0242,2025-11-04,Books,1,788.1,788.1
ORD05857,CUST0008,2025-11-04,Sports & Fitness,2,11675.72,23351.44
ORD05443,CUST0357,2025-11-04,Fashion,2,4057.24,8114.48
ORD06576,CUST0318,2025-11-04,Fashion,2,4837.96,9675.92
ORD05838,CUST0273,2025-11-04,Sports & Fitness,3,10122.81,30368.43
ORD06001,CUST0342,2025-11-04,Fashion,1,3898.44,3898.44
ORD06680,CUST0261,2025-11-04,Home & Kitchen,2,1656.02,3312.04
ORD03237,CUST0391,2025-11-04,Fashion,1,1758.05,1758.05
ORD06263,CUST0285,2025-11-04,Home & Kitchen,1,3875.34,3875.34
ORD05694,CUST0295,2025-11-04,Electronics,1,17091.2,17091.2
ORD05700,CUST0222,2025-11-04,Electronics,1,36570.89,36570.89
ORD04865,CUST0186,2025-11-04,Electronics,1,9596.66,9596.66
ORD06586,CUST0103,2025-11-04,Fashion,1,2028.23,2028.23
ORD06642,CUST0095,2025-11-04,Beauty & Personal Care,1,1772.3,1772.3
ORD01713,CUST0266,2025-11-04,Fashion,2,3685.1,7370.2
ORD06032,CUST0330,2025-11-04,Sports & Fitness,2,3484.11,6968.22
ORD06506,CUST0047,2025-11-04,Fashion,1,3875.16,3875.16
ORD06212,CUST0096,2025-11-04,Fashion,2,647.49,1294.98
ORD04173,CUST0127,2025-11-05,Fashion,1,4769.83,4769.83
ORD05833,CUST0262,2025-11-05,Fashion,2,4516.66,9033.32
ORD06242,CUST0300,2025-11-05,Home & Kitchen,1,1395.38,1395.38
ORD06370,CUST0062,2025-11-05,Sports & Fitness,1,11104.79,11104.79
ORD06495,CUST0385,2025-11-05,Home & Kitchen,1,5838.15,5838.15
ORD02411,CUST0051,2025-11-05,Books,1,267.39,267.39
ORD05853,CUST0271,2025-11-05,Fashion,2,1177.31,2354.62
ORD05916,CUST0320,2025-11-05,Beauty & Personal Care,2,2143.64,4287.28
ORD05983,CUST0004,2025-11-05,Sports & Fitness,1,3753.02,3753.02
ORD06494,CUST0133,2025-11-05,Fashion,3,4383.35,13150.05
ORD06086,CUST0138,2025-11-05,Electronics,2,20033.63,40067.26
ORD01883,CUST0168,2025-11-05,Sports & Fitness,1,7185.72,7185.72
ORD06458,CUST0236,2025-11-05,Beauty & Personal Care,1,2021.67,2021.67
ORD00793,CUST0114,2025-11-05,Electronics,1,15941.41,15941.41
ORD01356,CUST0313,2025-11-05,Sports & Fitness,1,4555.95,4555.95
ORD05816,CUST0301,2025-11-05,Sports & Fitness,1,1504.87,1504.87
ORD06060,CUST0318,2025-11-05,Sports & Fitness,1,3171.37,3171.37
ORD03192,CUST0152,2025-11-05,Electronics,1,30630.26,30630.26
ORD05636,CUST0180,2025-11-05,Fashion,2,3679.55,7359.1
ORD06323,CUST0055,2025-11-05,Electronics,1,25037.85,25037.85
ORD06190,CUST0208,2025-11-05,Electronics,1,13166.9,13166.9
ORD03262,CUST0393,2025-11-05,Fashion,1,4704.09,4704.09
ORD05699,CUST0238,2025-11-05,Fashion,1,3074.47,3074.47
ORD06335,CUST0203,2025-11-05,Fashion,1,2514.66,2514.66
ORD02036,CUST0006,2025-11-05,Sports & Fitness,1,11889.31,11889.31
ORD05704,CUST0076,2025-11-05,Home & Kitchen,1,4624.33,4624.33
ORD05639,CUST0321,2025-11-05,Fashion,1,4380.47,4380.47
ORD06097,CUST0266,2025-11-06,Fashion,1,3199.52,3199.52
ORD05919,CUST0029,2025-11-06,Home & Kitchen,2,2054.0,4108.0
ORD05931,CUST0303,2025-11-06,Books,1,883.66,883.66
ORD03965,CUST0300,2025-11-06,Fashion,1,4640.44,4640.44
ORD03226,CUST0049,2025-11-06,Books,1,1036.55,1036.55
ORD06224,CUST0120,2025-11-06,Electronics,2,33285.46,66570.92
ORD06456,CUST0248,2025-11-06,Fashion,1,2055.64,2055.64
ORD03210,CUST0272,2025-11-06,Electronics,1,39236.83,39236.83
ORD02296,CUST0205,2025-11-06,Fashion,1,1979.43,1979.43
ORD04794,CUST0125,2025-11-06,Sports & Fitness,1,9579.99,9579.99
ORD06673,CUST0022,2025-11-06,Electronics,3,11128.06,33384.18
ORD05826,CUST0254,2025-11-06,Electronics,1,17423.05,17423.05
ORD06379,CUST0022,2025-11-06,Fashion,2,1067.9,2135.8
ORD06406,CUST0091,2025-11-06,Fashion,2,3060.23,6120.46
ORD05631,CUST0035,2025-11-06,Home & Kitchen,1,5754.48,5754.48
ORD06653,CUST0002,2025-11-06,Fashion,1,4694.53,4694.53
ORD06296,CUST0172,2025-11-06,Electronics,1,4070.66,4070.66
ORD03907,CUST0304,2025-11-06,Fashion,1,2830.64,2830.64
ORD01500,CUST0054,2025-11-06,Beauty & Personal Care,1,3242.76,3242.76
ORD02471,CUST0039,2025-11-06,Electronics,1,10060.37,10060.37
ORD05112,CUST0249,2025-11-06,Fashion,1,774.63,774.63
ORD06575,CUST0134,2025-11-06,Electronics,1,44923.1,44923.1
ORD05876,CUST0334,2025-11-06,Books,2,396.97,793.94
ORD06071,CUST0203,2025-11-06,Fashion,1,2063.47,2063.47
ORD06605,CUST0097,2025-11-06,Electronics,2,21888.81,43777.62
ORD05987,CUST0045,2025-11-06,Beauty & Personal Care,1,3109.79,3109.79
ORD06398,CUST0022,2025-11-06,Sports & Fitness,1,8386.88,8386.88
ORD01400,CUST0323,2025-11-07,Sports & Fitness,1,9369.09,9369.09
ORD01376,CUST0063,2025-11-07,Home & Kitchen,1,6503.18,6503.18
ORD05997,CUST0006,2025-11-07,Electronics,1,34201.76,34201.76
ORD05985,CUST0189,2025-11-07,Home & Kitchen,1,3956.88,3956.88
ORD06308,CUST0297,2025-11-07,Beauty & Personal Care,1,1777.94,1777.94
ORD05934,CUST0378,2025-11-07,Sports & Fitness,1,10280.64,10280.64
ORD06377,CUST0090,2025-11-07,Electronics,1,40605.98,40605.98
ORD00867,CUST0334,2025-11-07,Sports & Fitness,1,1619.72,1619.72
ORD06214,CUST0070,2025-11-07,Fashion,3,3224.3,9672.9
ORD02702,CUST0317,2025-11-07,Sports & Fitness,1,9311.56,9311.56
ORD00437,CUST0332,2025-11-07,Beauty & Personal Care,3,2548.69,7646.07
ORD00910,CUST0140,2025-11-07,Beauty & Personal Care,1,1609.45,1609.45
ORD06163,CUST0183,2025-11-07,Electronics,1,25812.58,25812.58
ORD00280,CUST0214,2025-11-07,Fashion,2,1342.45,2684.9
ORD06459,CUST0383,2025-11-07,Books,1,170.43,170.43
ORD06122,CUST0247,2025-11-07,Home & Kitchen,1,612.66,612.66
ORD04077,CUST0015,2025-11-07,Beauty & Personal Care,1,483.11,483.11
ORD06583,CUST0291,2025-11-07,Electronics,1,3700.17,3700.17
ORD06114,CUST0389,2025-11-07,Fashion,2,3982.39,7964.78
ORD05635,CUST0317,2025-11-07,Fashion,1,4368.99,4368.99
ORD05689,CUST0291,2025-11-07,Electronics,1,42929.03,42929.03
ORD05731,CUST0212,2025-11-07,Books,2,619.92,1239.84
ORD03878,CUST0284,2025-11-07,Home & Kitchen,1,5823.2,5823.2
ORD03370,CUST0073,2025-11-07,Fashion,1,2185.63,2185.63
ORD05803,CUST0353,2025-11-07,Home & Kitchen,1,3398.6,3398.6
ORD05809,CUST0397,2025-11-07,Electronics,2,10823.96,21647.92
ORD05871,CUST0159,2025-11-07,Electronics,1,8719.02,8719.02
ORD05928,CUST0329,2025-11-07,Home & Kitchen,1,4182.83,4182.83
ORD05582,CUST0238,2025-11-07,Home & Kitchen,1,4276.36,4276.36
ORD06357,CUST0310,2025-11-07,Fashion,1,993.24,993.24
ORD03105,CUST0343,2025-11-08,Home & Kitchen,1,4699.41,4699.41
ORD03073,CUST0333,2025-11-08,Beauty & Personal Care,1,664.0,664.0
ORD03558,CUST0109,2025-11-08,Electronics,1,32763.62,32763.62
ORD03395,CUST0331,2025-11-08,Books,3,993.89,2981.67
ORD06258,CUST0231,2025-11-08,Books,1,768.6,768.6
ORD02289,CUST0016,2025-11-08,Sports & Fitness,1,3125.8,3125.8
ORD05968,CUST0077,2025-11-08,Home & Kitchen,3,6543.1,19629.3
ORD02178,CUST0347,2025-11-08,Home & Kitchen,1,5904.32,5904.32
ORD05753,CUST0017,2025-11-08,Electronics,1,40931.23,40931.23
ORD06527,CUST0272,2025-11-08,Fashion,1,1515.72,1515.72
ORD05858,CUST0185,2025-11-08,Electronics,1,43915.13,43915.13
ORD06539,CUST0094,2025-11-08,Home & Kitchen,1,3090.23,3090.23
ORD06249,CUST0319,2025-11-08,Home & Kitchen,1,6583.7,6583.7
ORD06434,CUST0354,2025-11-08,Beauty & Personal Care,1,934.0,934.0
ORD06692,CUST0158,2025-11-08,Electronics,1,35230.65,35230.65
ORD06606,CUST0296,2025-11-08,Fashion,2,4201.43,8402.86
ORD06632,CUST0226,2025-11-08,Sports & Fitness,1,11516.83,11516.83
ORD01093,CUST0030,2025-11-08,Beauty & Personal Care,1,740.31,740.31
ORD05887,CUST0264,2025-11-09,Sports & Fitness,1,11550.06,11550.06
ORD00936,CUST0220,2025-11-09,Home & Kitchen,1,4022.94,4022.94
ORD05920,CUST0394,2025-11-09,Books,2,181.5,363.0
ORD05962,CUST0368,2025-11-09,Sports & Fitness,1,4875.01,4875.01
ORD05211,CUST0273,2025-11-09,Home & Kitchen,1,2602.39,2602.39
ORD05836,CUST0109,2025-11-09,Fashion,1,4317.4,4317.4
ORD06047,CUST0165,2025-11-09,Home & Kitchen,2,5662.6,11325.2
ORD05806,CUST0243,2025-11-09,Fashion,1,2395.39,2395.39
ORD00768,CUST0254,2025-11-09,Sports & Fitness,1,5899.46,5899.46
ORD05728,CUST0302,2025-11-09,Fashion,1,4090.9,4090.9
ORD05953,CUST0062,2025-11-09,Electronics,1,6304.43,6304.43
ORD06002,CUST0292,2025-11-09,Home & Kitchen,3,973.65,2920.95
ORD05908,CUST0162,2025-11-09,Electronics,1,32218.28,32218.28
ORD00567,CUST0302,2025-11-09,Beauty & Personal Care,1,2920.28,2920.28
ORD05421,CUST0040,2025-11-09,Fashion,1,3406.7,3406.7
ORD05766,CUST0071,2025-11-09,Sports & Fitness,2,8761.79,17523.58
ORD05697,CUST0043,2025-11-09,Sports & Fitness,3,10043.15,30129.45
ORD06119,CUST0006,2025-11-09,Home & Kitchen,1,5046.38,5046.38
ORD03995,CUST0292,2025-11-09,Books,1,691.24,691.24
ORD05852,CUST0255,2025-11-09,Beauty & Personal Care,3,3257.13,9771.39
ORD01632,CUST0059,2025-11-10,Fashion,1,845.82,845.82
ORD06587,CUST0285,2025-11-10,Fashion,2,1171.67,2343.34
ORD02629,CUST0246,2025-11-10,Fashion,1,4174.58,4174.58
ORD03642,CUST0392,2025-11-10,Home & Kitchen,3,6941.82,20825.46
ORD06275,CUST0100,2025-11-10,Electronics,1,5469.29,5469.29
ORD05912,CUST0152,2025-11-10,Sports & Fitness,2,2470.13,4940.26
ORD03446,CUST0014,2025-11-10,Beauty & Personal Care,1,1923.36,1923.36
ORD04040,CUST0165,2025-11-10,Beauty & Personal Care,1,306.39,306.39
ORD05994,CUST0334,2025-11-10,Fashion,1,4971.16,4971.16
ORD06278,CUST0206,2025-11-10,Fashion,1,1130.25,1130.25
ORD06618,CUST0158,2025-11-10,Home & Kitchen,2,1584.27,3168.54
ORD00889,CUST0097,2025-11-10,Books,1,729.53,729.53
ORD01887,CUST0213,2025-11-10,Beauty & Personal Care,1,1077.71,1077.71
ORD01531,CUST0228,2025-11-10,Fashion,1,4690.15,4690.15
ORD00866,CUST0193,2025-11-10,Beauty & Personal Care,1,2690.08,2690.08
ORD00761,CUST0292,2025-11-10,Sports & Fitness,1,7135.29,7135.29
ORD05850,CUST0400,2025-11-10,Books,3,781.21,2343.63
ORD06235,CUST0109,2025-11-10,Fashion,1,1643.51,1643.51
ORD03668,CUST0117,2025-11-10,Fashion,1,2157.7,2157.7
ORD06116,CUST0332,2025-11-10,Home & Kitchen,1,4596.97,4596.97
ORD05621,CUST0198,2025-11-10,Electronics,2,13971.36,27942.72
ORD06040,CUST0323,2025-11-10,Electronics,1,35128.58,35128.58
ORD06446,CUST0070,2025-11-10,Fashion,1,626.74,626.74
ORD06413,CUST0241,2025-11-10,Electronics,2,15563.59,31127.18
ORD05698,CUST0128,2025-11-10,Fashion,1,4886.09,4886.09
ORD00631,CUST0371,2025-11-11,Books,1,791.31,791.31
ORD06378,CUST0093,2025-11-11,Electronics,1,7288.72,7288.72
ORD03647,CUST0110,2025-11-11,Beauty & Personal Care,1,1491.05,1491.05
ORD06329,CUST0359,2025-11-11,Beauty & Personal Care,1,3296.94,3296.94
ORD05743,CUST0213,2025-11-11,Sports & Fitness,1,8923.33,8923.33
ORD06319,CUST0025,2025-11-11,Fashion,3,1713.34,5140.02
ORD06248,CUST0070,2025-11-11,Electronics,1,38017.27,38017.27
ORD06087,CUST0258,2025-11-11,Beauty & Personal Care,1,540.82,540.82
ORD06564,CUST0067,2025-11-11,Electronics,2,41118.09,82236.18
ORD06473,CUST0368,2025-11-11,Fashion,1,4955.13,4955.13
ORD00599,CUST0392,2025-11-11,Home & Kitchen,1,6446.86,6446.86
ORD06608,CUST0214,2025-11-11,Sports & Fitness,1,1013.06,1013.06
ORD06302,CUST0223,2025-11-11,Fashion,1,1989.07,1989.07
ORD02709,CUST0384,2025-11-11,Fashion,3,3407.48,10222.44
ORD05944,CUST0351,2025-11-11,Electronics,1,43476.6,43476.6
ORD02614,CUST0136,2025-11-11,Electronics,1,22738.49,22738.49
ORD05889,CUST0156,2025-11-11,Fashion,1,3599.44,3599.44
ORD04254,CUST0028,2025-11-11,Electronics,2,1649.75,3299.5
ORD06056,CUST0312,2025-11-11,Sports & Fitness,1,5215.25,5215.25
ORD06626,CUST0160,2025-11-11,Home & Kitchen,2,7147.06,14294.12
ORD05936,CUST0033,2025-11-11,Home & Kitchen,3,4223.43,12670.29
ORD06202,CUST0349,2025-11-12,Sports & Fitness,1,4308.31,4308.31
ORD01380,CUST0319,2025-11-12,Books,1,283.46,283.46
ORD05883,CUST0394,2025-11-12,Sports & Fitness,1,9571.6,9571.6
ORD06103,CUST0027,2025-11-12,Fashion,3,921.49,2764.47
ORD02598,CUST0363,2025-11-12,Fashion,1,762.71,762.71
ORD05837,CUST0195,2025-11-12,Electronics,1,43078.91,43078.91
ORD06112,CUST0327,2025-11-12,Fashion,1,2092.52,2092.52
ORD05970,CUST0205,2025-11-12,Electronics,3,27966.31,83898.93
ORD03052,CUST0241,2025-11-12,Beauty & Personal Care,1,1869.82,1869.82
ORD04459,CUST0363,2025-11-12,Sports & Fitness,1,1498.25,1498.25
ORD03161,CUST0139,2025-11-12,Electronics,1,25269.33,25269.33
ORD03079,CUST0255,2025-11-12,Fashion,2,2787.82,5575.64
ORD05746,CUST0158,2025-11-12,Home & Kitchen,1,6127.45,6127.45
ORD05727,CUST0187,2025-11-12,Sports & Fitness,1,2890.42,2890.42
ORD05651,CUST0207,2025-11-12,Home & Kitchen,2,5101.45,10202.9
ORD04734,CUST0372,2025-11-12,Electronics,1,13576.35,13576.35
ORD06566,CUST0336,2025-11-12,Sports & Fitness,1,619.59,619.59
ORD06601,CUST0124,2025-11-12,Books,2,852.65,1705.3
ORD00644,CUST0005,2025-11-12,Sports & Fitness,2,7145.75,14291.5
ORD06036,CUST0383,2025-11-12,Fashion,1,685.2,685.2
ORD02509,CUST0038,2025-11-12,Electronics,1,1716.3,1716.3
ORD06356,CUST0075,2025-11-12,Home & Kitchen,1,4604.06,4604.06
ORD06237,CUST0343,2025-11-12,Fashion,1,1893.77,1893.77
ORD06559,CUST0348,2025-11-12,Electronics,1,38433.61,38433.61
ORD05716,CUST0089,2025-11-12,Electronics,1,14633.99,14633.99
ORD01507,CUST0293,2025-11-12,Electronics,2,33102.61,66205.22
ORD00720,CUST0276,2025-11-12,Electronics,1,5049.54,5049.54
ORD06247,CUST0010,2025-11-12,Fashion,2,3192.48,6384.96
ORD02932,CUST0354,2025-11-12,Home & Kitchen,2,6771.79,13543.58
ORD05891,CUST0093,2025-11-12,Sports & Fitness,1,4059.83,4059.83
ORD00898,CUST0082,2025-11-13,Electronics,2,8730.98,17461.96
ORD05151,CUST0155,2025-11-13,Fashion,1,1883.25,1883.25
ORD03541,CUST0032,2025-11-13,Books,1,710.7,710.7
ORD05764,CUST0355,2025-11-13,Beauty & Personal Care,1,3094.15,3094.15
ORD03194,CUST0255,2025-11-13,Fashion,1,2599.29,2599.29
ORD04894,CUST0043,2025-11-13,Sports & Fitness,1,8168.42,8168.42
ORD03901,CUST0371,2025-11-13,Home & Kitchen,1,6012.37,6012.37
ORD03202,CUST0289,2025-11-13,Fashion,1,3548.47,3548.47
ORD06502,CUST0019,2025-11-13,Fashion,1,2137.63,2137.63
ORD00166,CUST0298,2025-11-13,Electronics,1,14344.61,14344.61
ORD03525,CUST0212,2025-11-13,Fashion,2,435.41,870.82
ORD06304,CUST0389,2025-11-13,Electronics,1,38167.24,38167.24
ORD06350,CUST0350,2025-11-13,Sports & Fitness,2,4089.5,8179.0
ORD00890,CUST0208,2025-11-13,Books,2,742.62,1485.24
ORD05856,CUST0101,2025-11-13,Fashion,1,3186.12,3186.12
ORD01193,CUST0206,2025-11-13,Fashion,1,3250.08,3250.08
ORD06158,CUST0171,2025-11-13,Fashion,1,1604.78,1604.78
ORD05948,CUST0363,2025-11-13,Fashion,1,726.17,726.17
ORD04555,CUST0305,2025-11-13,Fashion,1,3086.02,3086.02
ORD06088,CUST0359,2025-11-13,Fashion,2,4135.04,8270.08
ORD05680,CUST0061,2025-11-13,Beauty & Personal Care,1,2127.12,2127.12
ORD06120,CUST0253,2025-11-13,Books,1,803.81,803.81
ORD00878,CUST0181,2025-11-13,Electronics,3,36429.69,109289.07
ORD02740,CUST0121,2025-11-13,Electronics,1,40714.01,40714.01
ORD06678,CUST0153,2025-11-13,Beauty & Personal Care,1,2015.84,2015.84
ORD06461,CUST0227,2025-11-13,Fashion,2,3620.97,7241.94
ORD06508,CUST0222,2025-11-13,Books,2,516.77,1033.54
ORD05347,CUST0380,2025-11-13,Electronics,1,36219.63,36219.63
ORD06179,CUST0250,2025-11-13,Electronics,1,29332.08,29332.08
ORD00894,CUST0344,2025-11-13,Home & Kitchen,1,970.45,970.45
ORD00086,CUST0037,2025-11-13,Sports & Fitness,1,5009.74,5009.74
ORD06402,CUST0040,2025-11-13,Electronics,3,3737.31,11211.93
ORD03120,CUST0098,2025-11-14,Beauty & Personal Care,1,2503.32,2503.32
ORD05710,CUST0339,2025-11-14,Electronics,2,17027.39,34054.78
ORD05161,CUST0207,2025-11-14,Sports & Fitness,2,2061.33,4122.66
ORD02521,CUST0374,2025-11-14,Books,1,376.78,376.78
ORD05617,CUST0218,2025-11-14,Books,1,496.86,496.86
ORD02236,CUST0183,2025-11-14,Electronics,1,8003.63,8003.63
ORD05622,CUST0014,2025-11-14,Electronics,1,3528.62,3528.62
ORD06259,CUST0090,2025-11-14,Home & Kitchen,1,3235.48,3235.48
ORD06260,CUST0060,2025-11-14,Electronics,2,21685.44,43370.88
ORD01030,CUST0020,2025-11-14,Home & Kitchen,1,7458.3,7458.3
ORD04596,CUST0130,2025-11-14,Sports & Fitness,1,5977.51,5977.51
ORD05870,CUST0399,2025-11-14,Beauty & Personal Care,1,1861.68,1861.68
ORD00300,CUST0139,2025-11-14,Books,2,519.99,1039.98
ORD05726,CUST0311,2025-11-14,Home & Kitchen,1,4603.0,4603.0
ORD06444,CUST0141,2025-11-14,Fashion,1,440.6,440.6
ORD06439,CUST0305,2025-11-14,Sports & Fitness,2,9898.26,19796.52
ORD05815,CUST0247,2025-11-14,Electronics,2,31931.31,63862.62
ORD06478,CUST0260,2025-11-14,Sports & Fitness,1,11189.13,11189.13
ORD06371,CUST0075,2025-11-14,Home & Kitchen,1,6461.01,6461.01
ORD05163,CUST0111,2025-11-14,Electronics,1,6512.32,6512.32
ORD06537,CUST0090,2025-11-14,Beauty & Personal Care,1,1038.54,1038.54
ORD06407,CUST0210,2025-11-14,Fashion,2,3345.75,6691.5
ORD05929,CUST0237,2025-11-14,Electronics,1,30875.88,30875.88
ORD06592,CUST0029,2025-11-14,Beauty & Personal Care,3,1713.1,5139.3
ORD00810,CUST0152,2025-11-14,Beauty & Personal Care,1,775.55,775.55
ORD06589,CUST0293,2025-11-14,Fashion,1,3336.82,3336.82
ORD06359,CUST0180,2025-11-14,Fashion,3,3446.72,10340.16
ORD06556,CUST0245,2025-11-14,Sports & Fitness,1,9917.38,9917.38
ORD03080,CUST0335,2025-11-14,Sports & Fitness,2,6990.63,13981.26
ORD06403,CUST0159,2025-11-14,Fashion,2,3562.23,7124.46
ORD00829,CUST0382,2025-11-14,Sports & Fitness,1,3170.58,3170.58
ORD03910,CUST0119,2025-11-14,Sports & Fitness,1,2528.91,2528.91
ORD02930,CUST0056,2025-11-14,Fashion,3,676.39,2029.17
ORD06045,CUST0165,2025-11-14,Home & Kitchen,1,3803.59,3803.59
ORD05663,CUST0352,2025-11-15,Electronics,1,44510.8,44510.8
ORD02653,CUST0366,2025-11-15,Home & Kitchen,1,2579.93,2579.93
ORD05981,CUST0139,2025-11-15,Fashion,1,4147.1,4147.1
ORD05783,CUST0331,2025-11-15,Home & Kitchen,2,2356.15,4712.3
ORD05637,CUST0348,2025-11-15,Electronics,3,12482.91,37448.73
ORD06328,CUST0295,2025-11-15,Home & Kitchen,2,5413.64,10827.28
ORD01987,CUST0185,2025-11-15,Sports & Fitness,1,1474.38,1474.38
ORD05895,CUST0011,2025-11-15,Fashion,1,4596.02,4596.02
ORD05978,CUST0016,2025-11-15,Beauty & Personal Care,1,1496.12,1496.12
ORD02444,CUST0149,2025-11-15,Home & Kitchen,1,1084.56,1084.56
ORD03900,CUST0399,2025-11-15,Electronics,3,10727.66,32182.98
ORD01130,CUST0069,2025-11-15,Electronics,3,25078.18,75234.54
ORD05966,CUST0270,2025-11-15,Home & Kitchen,3,3214.63,9643.89
ORD06037,CUST0244,2025-11-15,Electronics,1,27797.26,27797.26
ORD06386,CUST0177,2025-11-15,Books,2,286.73,573.46
ORD06561,CUST0051,2025-11-15,Electronics,1,6167.16,6167.16
ORD06313,CUST0320,2025-11-15,Fashion,3,3669.38,11008.14
ORD05941,CUST0017,2025-11-15,Electronics,3,41313.03,123939.09
ORD00949,CUST0258,2025-11-15,Sports & Fitness,2,6627.51,13255.02
ORD00475,CUST0271,2025-11-15,Fashion,1,2926.82,2926.82
ORD05915,CUST0040,2025-11-15,Books,1,1030.32,1030.32
ORD01542,CUST0160,2025-11-15,Home & Kitchen,1,4617.35,4617.35
ORD04137,CUST0125,2025-11-15,Electronics,1,18977.66,18977.66
ORD05439,CUST0382,2025-11-15,Sports & Fitness,2,1571.12,3142.24
ORD06194,CUST0127,2025-11-15,Sports & Fitness,2,7273.69,14547.38
ORD05961,CUST0157,2025-11-15,Electronics,1,14971.06,14971.06
ORD06207,CUST0238,2025-11-15,Electronics,1,32790.54,32790.54
ORD03932,CUST0242,2025-11-16,Fashion,1,4383.08,4383.08
ORD06293,CUST0270,2025-11-16,Electronics,1,28224.7,28224.7
ORD05092,CUST0078,2025-11-16,Fashion,1,1947.66,1947.66
ORD06469,CUST0266,2025-11-16,Electronics,2,9012.84,18025.68
ORD06477,CUST0262,2025-11-16,Electronics,1,26953.0,26953.0
ORD05219,CUST0392,2025-11-16,Sports & Fitness,1,5594.47,5594.47
ORD05638,CUST0149,2025-11-16,Fashion,2,4445.58,8891.16
ORD03068,CUST0035,2025-11-16,Beauty & Personal Care,1,3102.56,3102.56
ORD06209,CUST0161,2025-11-16,Home & Kitchen,1,5763.19,5763.19
ORD05813,CUST0358,2025-11-16,Electronics,2,2473.94,4947.88
ORD01600,CUST0259,2025-11-16,Fashion,1,4889.96,4889.96
ORD06451,CUST0261,2025-11-16,Beauty & Personal Care,1,2388.78,2388.78
ORD06090,CUST0356,2025-11-16,Fashion,1,3105.31,3105.31
ORD04880,CUST0110,2025-11-16,Fashion,1,1719.31,1719.31
ORD05682,CUST0212,2025-11-16,Home & Kitchen,2,5623.21,11246.42
ORD06595,CUST0273,2025-11-16,Electronics,2,20772.48,41544.96
ORD04878,CUST0384,2025-11-16,Home & Kitchen,1,1241.74,1241.74
ORD06426,CUST0197,2025-11-16,Home & Kitchen,2,856.11,1712.22
ORD06136,CUST0164,2025-11-16,Fashion,2,4200.74,8401.48
ORD01666,CUST0019,2025-11-16,Electronics,1,27861.65,27861.65
ORD02680,CUST0202,2025-11-16,Fashion,1,3233.16,3233.16
ORD02753,CUST0329,2025-11-16,Home & Kitchen,1,3324.18,3324.18
ORD05752,CUST0011,2025-11-16,Sports & Fitness,1,1835.31,1835.31
ORD05991,CUST0246,2025-11-16,Fashion,3,4528.63,13585.89
ORD06131,CUST0143,2025-11-16,Home & Kitchen,1,7145.13,7145.13
ORD05866,CUST0059,2025-11-16,Fashion,2,3153.91,6307.82
ORD06130,CUST0010,2025-11-16,Home & Kitchen,1,508.43,508.43
ORD03953,CUST0171,2025-11-16,Electronics,1,44596.86,44596.86
ORD03016,CUST0135,2025-11-16,Home & Kitchen,1,7380.6,7380.6
ORD06229,CUST0284,2025-11-16,Home & Kitchen,1,3331.33,3331.33
ORD06014,CUST0048,2025-11-16,Electronics,1,17223.05,17223.05
ORD00781,CUST0175,2025-11-16,Beauty & Personal Care,1,1093.05,1093.05
ORD06466,CUST0213,2025-11-16,Fashion,2,2063.83,4127.66
ORD05942,CUST0070,2025-11-16,Beauty & Personal Care,1,2740.96,2740.96
ORD01515,CUST0339,2025-11-16,Sports & Fitness,1,7914.28,7914.28
ORD06243,CUST0068,2025-11-16,Sports & Fitness,2,9907.92,19815.84
